,original,translation,perturbed1,tq1,p1tq,perturbed2,p2tq,perturbed3,p3tq
69,"Al șaselea punct garanta că drepturile minorităților vor fi respectate, fiind o sfidare la adresa Antantei și subordonare la adresa sultanului.","The sixth point guaranteed that minority rights will be respected, as a defiance to the Antarctic and subordination to the compensator.","The sixth point guaranteed that minority rights will be respected, as a defiance to the Cotton and subordination to the compensator.",0.49343568,0.4902192,"The sixth point guaranteed that minority rights will be respected, as a defiance to the Antarctic and subordination to the compensator. draws",0.48132616,"The sixth point guaranteed that minority rights will respected, as a defiance to the Antarctic and subordination to the compensator.",0.49694777
70,"Acesta va ajuta autoritățile să supravegheze mult mai bine transportul local și, totodată, va permite îmbunătățirea serviciului.","It will help the authorities to supervise local transport much better and, at the same time, will enable the service to be improved.","It will beach. the authorities to supervise local transport much better and, at the same time, will enable the service to be improved.",0.9134188,0.71716106,"It will help the authorities to supervise local transport much better and, at the same time, will enable the service to be improved. fought",0.6946412,"It will help the authorities to supervise local transport much better and, at the same time, will enable the to be improved.",0.77865434
71,"Acesta se află la 80 km sud de Italia, la 284 km la est de Tunisia, și la 333 km nord de Libia.","It is 80 km south of Italy, 284 km east of Tunisia, and 333 km north of Libya.","It hitting 80 km south of Italy, 284 km east of Tunisia, and 333 km north of Libya.",0.8960281,0.73146236,"It is 80 km south of Italy, 284 km east of Tunisia, and 333 km north of Libya. continued",0.835815,"It is 80 km south of 284 km east of Tunisia, and 333 km north of Libya.",0.6707252
72,"Forțele norvegiene nu dispuneau practic de armament antiaerian, iar avioanele germane au acționat fără să întâmpine vreo rezistență.",The Norwegian forces had practically no anti-air weapons and German aircraft acted without any resistance.,The Norwegian forces had practically no anti-air weapons and German history. acted without any resistance.,0.8833867,0.6584735,The Norwegian forces had practically no anti-air weapons and German aircraft acted without any resistance. buildings,0.7048983,The Norwegian forces had practically no anti-air weapons and German aircraft acted without any,0.8525527
73,Noul sistem financiar a intrat în vigoare în ianuarie 1791.,The new financial system entered into force in January 1791.,Robeschinre new financial system entered into force in January 1791.,0.90839976,0.43759343,The new financial system entered into force in January 1791. brought,0.83471435,The new financial system entered force in January 1791.,0.87831414
74,Marina Regală Britanică a pierdut în timpul evacuării mai multe crucișătoare și distrugătoare.,The British King Navy lost during the eviction several crucifiers and destroying.,"The British King Navy lost during the eviction several Rutsians, and destroying.",0.48618263,0.4553162,The British King Navy lost during the eviction several crucifiers and destroying. grain.,0.45069098,The British King Navy lost during the eviction several crucifiers destroying.,0.47922575
75,"O invazie a dacilor și a aliaților lor în Moesia, soldată cu moartea guvernatorului, îl obligă în 86 să intervină personal pe frontul de la Dunăre.","An invasion by their teachers and allies in Moesia, resulting in the death of the Governor, compels him in 86 to intervene personally on the Danube front.","An invasion by their teachers and allies in Moesia, resulting in the death of the Governor, compels him in 86 to intervene personally on the Spain front.",0.46788588,0.42969063,"An invasion by their teachers and allies in Moesia, resulting in the death of the Governor, compels him in 86 to intervene personally on the Danube front. Panther",0.46788588,"An invasion by their teachers and allies in Moesia, resulting in the death of the Governor, compels him in 86 to intervene on the Danube front.",0.43114775
76,Peninsula Balcanică a fost denumită și „butoiul cu pulbere al Europei”.,The Balkans peninsula was also called the dust button of Europe.,The Balkans peninsula was also called the dust button Catholics Europe.,0.7373707,0.49246815,The Balkans peninsula was also called the dust button of Europe. strength,0.59544545,The Balkans peninsula was also called dust button of Europe.,0.7211184
77,"Cadavrele erau lǎsate pe câmpuri, deoarece toți doctorii, preoții și groparii erau morți, fie erau înhumate în gropi comune.","For example, in the absence of a transparent, transparent, transparent and non-discriminatory tender procedure, the public authorities set up a transparent, transparent and non-discriminatory tender procedure for the transition to a transparent, non-transparent tender.","For example, in the absence of a referred transparent, transparent and non-discriminatory tender procedure, the public authorities set up a transparent, transparent and non-discriminatory tender procedure for the transition to a transparent, non-transparent tender.",0.105734676,0.099343374,"For example, in the absence of a transparent, transparent, transparent and non-discriminatory tender procedure, the public authorities set up a transparent, transparent and non-discriminatory tender procedure for the transition to a transparent, non-transparent tender. Dundee",0.105734676,"For example, in the absence of a transparent, transparent, transparent and non-discriminatory tender the public authorities set up a transparent, transparent and non-discriminatory tender procedure for the transition to a transparent, non-transparent tender.",0.104119495
78,"În procesul intentat lui Zola nu sunt reținute decât trei paragrafe, adică optsprezece rânduri din câteva sute.","In Zola's trial only three paragraphs are retained, i.e. eighteen lines out of several hundred.","In Zola's trial reputable three paragraphs are retained, i.e. eighteen lines out of several hundred.",0.8147588,0.5245488,"In Zola's trial only three paragraphs are retained, i.e. eighteen lines out of several hundred. hulls",0.59910566,"In Zola's trial only three paragraphs retained, i.e. eighteen lines out of several hundred.",0.78683984
79,"Deseori se prevede ca în urma unui asemenea meci, wrestlerul care a pierdut nu mai are dreptul să folosească acea manevră pe viitor.","As a result of such a match, the wrestlon who has lost is often no longer entitled to use that manoeuvre in the future.","As a result of such a match, the wrestlon who has lost is often no psychiatrist entitled to use that manoeuvre in the future.",0.6002113,0.37303805,"As a result of such a match, the wrestlon who has lost is often no longer entitled to use that manoeuvre in the future. 1987.",0.54271245,"As a result of such a match, the wrestlon who lost is often no longer entitled to use that manoeuvre in the future.",0.59773403
80,Printre cele mai mari dintre acestea se numără trei creste denumite și aflate în sudul Finlandei.,The biggest of these include three creatures named and located in southern Finland.,"The biggest of these include three creatures named and located in movements, Finland.",0.5951701,0.50076973,The biggest of these include three creatures named and located in southern Finland. justification,0.4824146,The of these include three creatures named and located in southern Finland.,0.4980223
