,original,translation,perturbed1,tq1,p1tq
112,"Leziunile interne produse de acest gaz, provocau suferințe întinse pe zeci de ani.",The internal damage caused by this gas has been causing great suffering for decades.,"The internal damage caused by this gas has been causing great suffering for 1915,",0.8916906,0.7035719
113,"Escorta era asigurată de 140 avioane de vânătoare Bf 109 Bf 110 din cadrul JG 3, JG 26, JG 51, JG 54 și ZG 26.","Escorta was provided by 140 hunting aircraft Bf 109 Bf 110 under JG 3, JG 26, JG 51, JG 54 and ZG 26.","pool, was provided by 140 hunting aircraft Bf 109 Bf 110 under JG 3, JG 26, JG 51, JG 54 and ZG 26.",0.753426,0.4894841
114,"Echipa de 25 de restauratori ai picturii murale realizate de Mișu Popp și Constantin Lecca, era condusă de către profesoara Adina Rogojan Mihaiu.",The Twistory team of 25 peacekeepers of the field pictures by Mired Popp and Constantin Lecca was headed by Professor Adina Rogojan MiHaiu.,"The Twistory team of 25 peacekeepers of the field pictures by Mired Popp and Constantin Lecca was 1942, by Professor Adina Rogojan MiHaiu.",0.40761927,0.37097174
115,Erau mai confortabile decât castele reci din piatră.,They were more comfortable than cold chestnuts in stone.,They were more comfortable than cold chestnuts in Microphone.,0.518562,0.37021676
116,Industria de apărare a înregistrat o creștere semnificativă pe parcursul anilor și continuă să crească anual.,The defence industry has increased significantly over the years and continues to grow annually.,The defence industry has increased significantly over the years and tree. to grow annually.,0.91799784,0.73486996
117,lungul anilor a cristalizat impresia pregnantă a locuitorilor și a trecătorilor că,"Over the years, it has crystallised the strong impression of inhabitants and bystanders that","Over the years, it has crystallised the crop impression of inhabitants and bystanders that",0.71343815,0.43781018
118,"începând cu cilindrul 0, dinspre exteriorul discului.Oprimă diferență față de unitatea de 5 1/4 inch",from cylinder 0 from outside discul.Ofirst difference from unit 5 1 / 4 inch,from beige 0 from outside discul.Ofirst difference from unit 5 1 / 4 inch,0.41065228,0.3429389
119,"Dunărea, al doilea fluviu al Europei ca lungime, curge prin orașul Vukovar din estul extrem și formează o mare parte din frontiera cu Serbia.","The Danube, Europe's second river in length, flows through the town of Vukovar in the extreme east and forms a large part of the border with Serbia.","The Danube, Europe's second river in length, flows through the town committees. Vukovar in the extreme east and forms a large part of the border with Serbia.",0.78709096,0.59963065
120,"La conferință au participat delegații a 27 de națiuni, mai multe grupuri nonguvernamentale, dar nu și delegațiile puterilor învinse.","Delegations from 27 nations, several non-governmental groups, but not the defeated power delegations, took part in the conference.","Delegations from 27 nations, several non-governmental groups, but not the defeated power 83 took part in the conference.",0.80538577,0.69227916
121,"Dacă în timpul cununiei lumânările ard în același timp, e semn că vor avea căsnicie bună și lungă.","If candles burn at the same time during the quunary, it is a sign that they will have good and long marriage.","If candles burn at prisons same time during the quunary, it is a sign that they will have good and long marriage.",0.6636494,0.43338495
122,"Ca trăsături ale absurdului lui Kafka, se pot aminti mai ales incomprehensibilulul, derizoriul și paradoxul.","As a feature of Kafka's absurd, it is particularly incomprehensible, derisory and paradox that you can remember.","As a feature of The absurd, it is particularly incomprehensible, derisory and paradox that you can remember.",0.5751837,0.46493253
123,"În urmă explorărilor Căpitanului James Cook, Australia și Noua Zeelandă au devenit ținte ale colonialismului britanic.","Captain James Cook, Australia and New Zealand have finally become the targets of British colonialism.","Captain up Cook, Australia and New Zealand have finally become the targets of British colonialism.",0.70945424,0.5563052
124,"A mai expus o serie de tipologii umane din Iași, scene de familie, peisaje de la mănăstirea Agapia, peisaje cu nomazi precum și multe, multe flori.","It has also exposed a number of human typologies in Istees, family scales, agapia monastery landscapes, nomadic landscapes and many flowers.","It has also exposed a number of magnificent typologies in Istees, family scales, agapia monastery landscapes, nomadic landscapes and many flowers.",0.514055,0.45998603
125,", erau înmatriculate autoturisme, sau 1 autoturism la 3,8 locuitori.",", were registered cars, or 1 passenger car per 3,8 inhabitants.",", tranches registered cars, or 1 passenger car per 3,8 inhabitants.",0.82359165,0.59509444
126,"Au avut loc interogatorii în care se implicase și ducele d’Enghien, fiul șefului armatei exilaților.","There were interrogations involving the ducts d'Enbogen, the son of the chief army of exiles.","There defenders interrogations involving the ducts d'Enbogen, the son of the chief army of exiles.",0.42563844,0.38146546
127,"acestora stă Cuvântul, căruia prin credință îi aduc","they are the word, to which I bring you in faith",they are the monsters to which I bring you in faith,0.4668022,0.36783355
128,"Pe 14 mai, după ce fusese oprit la Hannut, Hoepner a încercat să străpungă liniile franceze la Gembloux.","On 14 May, after it had been shut down in Hannut Hoepner tried to wave French lines in Gembloux.","On 14 May, after it had been shut down in Hannut counterbalanced tried to wave French lines in Gembloux.",0.5455769,0.40042406
129,"Spania a declarat război Angliei, dar a refuzat să recunoască independența SUA.","Spain declared war on England, but refused to recognise the independence of the US.","Spain Church's war on England, but refused to recognise the independence of the US.",0.8975738,0.5682588
130,El și dascălul său au fost victime ale persecuțiilor creștine din timpul lui Dioclețian.,He and his daughter were victims of Christian persecution during Dioclesian.,He oven his daughter were victims of Christian persecution during Dioclesian.,0.6553694,0.5892523
131,"Aceștia beneficiau de cantități mari de pământ, devenind liderii noilor comunități, primari ai satelor abia întemeiate.","They benefited from large quantities of land, becoming the leaders of the new, village mayors.","They benefited from large quantities of land, becoming the leaders of the new, village Dinicu",0.7039368,0.5416589
132,"Unii voievozi au încercat să formeze dinastii, precum cei din familia Lackfi, în secolul XIV, sau cei fin familia Csaki, din secolul XV.","Some voivoes tried to form dinastii, such as those of the Lackfi family in the XIV century or the fine Csaki family in the 15th century.",Some voivoes tried to form parts. such as those of the Lackfi family in the XIV century or the fine Csaki family in the 15th century.,0.60552007,0.5352046
133,"Obiectivul principal al Milorg era însă organizarea unei puternice forțe de gherilă, care să ajute în mod activ invazia aliată din Norvegia.","However, the main objective of Milorg was to organise a strong guerrilla force to actively help the allied invasion in Norway.","However, the rare. objective of Milorg was to organise a strong guerrilla force to actively help the allied invasion in Norway.",0.8538508,0.68352795
134,thumbright250pxDrapelul cu fâșiile în poziție verticală,ghtghtness 250pxDrapel with strips in upright position,ghtghtness 250pxDrapel sectarian strips in upright position,0.35060418,0.31311592
135,"La începutul anilor 1960, a apărut primul val important de formații rock finlandeze, cântând inspirat de formații ca .","In the early 1960s, the first major wave of Finnish rock formation emerged, weighing inspired formations like that.","In the early 1960s, the first major wave of Finnish rock formation emerged, weighing planet formations like that.",0.54300857,0.4933887
