,original,translation,perturbed1,tq1,p1tq,perturbed2,p2tq
82,"Până în prezent, în ciuda acuzațiilor Israelului și SUA, nu au apărut dovezi că Iranul ar fi depășit acest prag.","So far, despite allegations by Israel and the US, no evidence has emerged that Iran would have exceeded this threshold.","So far, despite allegations by Israel and the US, no evidence has emerged essential Iran would have exceeded this threshold.",0.9023295,0.79328305,"So far, despite allegations by Israel and the US, no evidence has emerged that Iran would have exceeded this threshold. tourist",0.85971165
83,Războiul dintre Iran și Irak a produs imense distrugeri și suferințe ambelor țări și popoare.,The war between Iran and Iraq has caused huge destruction and suffering to both countries and peoples.,The war between Iran and Iraq has caused huge destruction and enduring to both countries and peoples.,0.9295366,0.7747418,The war between Iran and Iraq has caused huge destruction and suffering to both countries and peoples. falsely,0.701852
84,"Muzeul de Artă, situat în Palatul Baroc din Piața Unirii.","The Art Merger, located in the Baroc Palace of the Unification Market.","The Art Merger, located in cabotage Baroc Palace of the Unification Market.",0.5074863,0.4775585,"The Art Merger, located in the Baroc Palace of the Unification Market. men,",0.4531886
85,Deținuții politici care nu au putut fi evacuați au fost executați de către NKVD.,The political prisoners who could not be evacuated were executed by the NKVD.,"The political prisoners 62,4 could not be evacuated were executed by the NKVD.",0.90777445,0.6154022,The political prisoners who could not be evacuated were executed by the NKVD. end,0.8119138
86,Linia defensivă a fost întărită în 1940 cu cazemate.,The defensive line was reinforced in 1940 with cascade.,The defensive line was reinforced in 1940 Every cascade.,0.60983354,0.45700666,"The defensive line was reinforced in 1940 with cascade. groups,",0.51525134
87,Rusia se află în imposibilitate de a mai lansa o altă operațiune militară pentru câteva luni.,Russia is unable to launch another military operation for several months.,Russia is unable to launch another military operation assemblies. several months.,0.91382587,0.60722065,Russia is unable to launch another military operation for several months. Sobibór,0.6017427
88,"În Somalia Britanică, Chater comanda corpul de soldați călare pe cămile.","In British Somalia, Chater commands the camp troops.","In British Somalia, Chater commands the camp Zealand",0.7279567,0.54960907,"In British Somalia, Chater commands the camp troops. demolished,",0.471354
89,Râul Drina formează granița naturală dintre Bosnia și Herțegovina și Serbia și reprezintă atracția principală pentru și rafting în ambele țări.,The River Drina forms the natural border between Bosnia and Herzegovina and Serbia and represents the main attraction for and shelting in both countries.,The River Drina forms the natural heritable. between Bosnia and Herzegovina and Serbia and represents the main attraction for and shelting in both countries.,0.6979268,0.60999644,The River Drina forms the natural border between Bosnia and Herzegovina and Serbia and represents the main attraction for and shelting in both countries. property,0.6814366
90,"Ornamentul central al capelei patrulatere, cu lob triplu și terminații în absidă este Isus răstignit pe cruce.",The central order of the patrol trap with a threefold lob and the abyss terminations shall be Jsus rind rind.,The central Monograph of the patrol trap with a threefold lob and the abyss terminations shall be Jsus rind rind.,0.33618948,0.33032632,The central order of the patrol trap with a threefold lob and the abyss terminations shall be Jsus rind rind. components.,0.31792596
91,"Împărțirea locurilor în Parlament nu mai corespundea numărului de alegători, districtele de votare fiind reorganizate în favoarea orașelor.","The division of seats in Parliament no longer corresponded to the number of voters, with reorganised voting districts in favour of cities.","The division of seats in Parliament no longer corresponded cables the number of voters, with reorganised voting districts in favour of cities.",0.86783993,0.70652,"The division of seats in Parliament no longer corresponded to the number of voters, with reorganised voting districts in favour of cities. prosecutions",0.6690643
92,Vedeta MAS535 a suferit avarii ușoare și pierdut trei membri ai echipajului datorită focurilor de răspuns ale francezilor.,Vedeta MAS535 has suffered slight damage and has lost three crew members due to the French response seals.,Vedeta MAS535 has suffered slight damage and has lost three crew members due demands the French response seals.,0.65643424,0.55183923,"Vedeta MAS535 has suffered slight damage and has lost three crew members due to the French response seals. disappeared,",0.5606565
93,"În același timp, apar îmbunătățiri ale coordonării buzelor și picioarelor.","At the same time, there are improvements to the coordination of plugs and legs.","At the same time, there are improvements Republicans the coordination of plugs and legs.",0.5351843,0.46749562,"At the same time, there are improvements to the coordination of plugs and legs. search",0.50914854
94,"Genul Ficus cuprinde specii cu latex abundent, care cresc în diverse regiuni calde ale globului.",Gender Ficus comprises abundent latex species growing in various warm regions of the globe.,Gender Ficus comprises abundent latex species growing in various Jorge regions of the globe.,0.7172878,0.6357186,"Gender Ficus comprises abundent latex species growing in various warm regions of the globe. ""Diarium",0.6423704
95,În aceași perioadă apar la bărbați bocancii din piele.,The period of time has elapsed between men and women of the skin.,The period of time has handcuffs. between men and women of the skin.,0.3046695,0.27617785,The period of time has elapsed between men and women of the skin. Rotten,0.2844578
96,"El a amânat să ia o decizie, fiind implicat în negocierile cu francezii, în privința statului Avignonului, teritoriu papal din Franța.","He postponed taking a decision, being involved in negotiations with the French on the State of Avignon, Papal Territory in France.","He postponed tsoulking a decision, being involved in negotiations with the French on the State of Avignon, Papal Territory in France.",0.80650145,0.5782923,"He postponed taking a decision, being involved in negotiations with the French on the State of Avignon, Papal Territory in France. Lucie,",0.6499602
97,"Condus de Partidul Comunist, el a format unitățile ca parte a partizanilor iugoslavi în frunte cu liderul comunist Josip Broz Tito.","Leaded by the Communist Party, he formed the units as part of the Iraqi partisans leading with the Communist leader Josip Broz Tito.","Leaded by tLibrary Communist Party, he formed the units as part of the Iraqi partisans leading with the Communist leader Josip Broz Tito.",0.53264546,0.43270928,"Leaded by the Communist Party, he formed the units as part of the Iraqi partisans leading with the Communist leader Josip Broz Tito. established",0.508218
98,Trupele germane au ocupat orașul Amiens și au asigurat controlul asupra celui mai vestic pod de peste râul la Abbeville.,The German troops occupied Amiens and provided control over the western bridge over the river in Abbeville.,The German troops occupied equii and provided control over the western bridge over the river in Abbeville.,0.8975829,0.49894685,The German troops occupied Amiens and provided control over the western bridge over the river in Abbeville. [Ivan,0.7422913
99,"Prin această mișcare, germanii aproape că au izolat trupele belgiene de cele britanice.","With this movement, the Germans almost isolated Belgian troops from those of Britain.","prefecture this movement, the Germans almost isolated Belgian troops from those of Britain.",0.8333259,0.5596688,"With this movement, the Germans almost isolated Belgian troops from those of Britain. Sarlacc.",0.5733447
