,original,translation
177,Reformele din timpul împăraților Dioclețian și Constantin cel Mare,Reforms during Diocletian and Constantin Mare
178,"Aici sunt pereti stancosi foarte inalti de fiecare parte, si la cativa km mai incolo se afla lacuri rezervoare pentru orasul Malaga.","Toughened pairs on each side are here, and reservoir lakes for the Malaga city lie at the umpteenth km from each side."
179,"Pe de altă parte, măsurile economice și politice luate de Napoleon au favorizat organizarea muncitorilor.","On the other hand, the economic and political measures taken by Napoleon have favoured the organisation of workers."
180,controllerelor de dischetă mai vechi suportă numai rata de date maximă de 500 KHz folosită de,older disk controllers bear only the maximum data rate of 500 KHz used by
181,Funcționarea fizică a unei unități de dischetă este destul de simplu de descris.,The physical operation of a disk unit is quite simple to describe.
182,"Timișoara devine capitala regatului ungar pentru o perioadă de opt ani, între 1316 și 1323.",Timişoara becomes the capital city of Hungary for a period of eight years between 1316 and 1323.
183,"Au flori unisexuate, mici, numeroase, așezate pe un ax comun, alcătuind inflorescențe amentiforme.","They have unskinned, small, large flowers placed on a common axis making up amentiform inflorescences."
184,Principala clauză a acordurilor prevedea garantarea drepturlor muncitorești de a înființa sindicate libere și dreptul la grevă.,The main clause in the agreements provided for guaranteeing working justice to set up free trade unions and the right to strike.
185,În 1887 se celebrează jubileul reginei Victoria care domnea de 50 de ani.,"In 1887, the jubileum of Queen Victoria, who had been 50 years old, was celebrated."
186,Un atentat al republicanilor irlandezi care încercau să se infiltreze în Westminster Abbey a fost dejucat.,An attack by Irish Republicans trying to penetrate Westminster Abbey was defeated.
187,"si până în 6 AD, regatul ebraic a fost condus de dinastia irodiană sau a Antipatrizilor de regi clienți, provenind din Edom.","and up to 6 AD, the Jewish King was headed by irodian dinastia or Antipatriates of King clients coming from Edom."
188,Un sondaj din 2007 a arătat că doar unul din zece britanici merge săptămânal la biserică.,A survey in 2007 showed that only one in every ten British goes to church every week.
189,Dumitru Cerna are ceva ce foarte mulți poeți nu pot avea.,She has something that a lot of you cannot have.
190,Li se îngăduia catolicilor în opt state și evreilor în patru state să ocupe funcții publice.,They are giving Catholics in eight states and Jews in four states to take up public office.
191,"La sfârșitul anului 1793, guvernul părea că a rezolvat problemele ce amenințau existența republicii.","At the end of 1793, the government seemed to have resolved the problems threatening the republics."
192,"Se spune că englezii apreciază statul bunăstării moștenit de la laburiști, dar acesta să fie conservator.","They say that the English appreciate the welfare state inherited from Labour, but that it should be conservative."
193,"Guvernul este responsabil pentru propunerea de legislație și buget, executarea legilor și ghidarea politicilor interne și externe.","The government is responsible for proposing legislation and budget, enforcing laws and guiding internal and external policies."
194,"Ajunși la Babele, turiștii trebuie să urmeze poteca pe creasta muntelui Caraiman circa o oră și jumătate.",The tourists in Babele must follow the potentia on the creator Caraiman mountain for an hour and a half.
195,"sau o versiune mai nouă acceptă unitățile de 2,88 MB.","or newer version accepts the units 2,88 MB."
196,Această impresie este creată și de notele lui zilnice.,This impression is also created by its daily notes.
197,Palatele imperiale erau în număr mare deoarece fiecare împărat construia altele noi și le refăcea pe cele vechi.,The imperial palats were in large numbers because each divided was constraining new ones and repairing the old ones.
198,"Deși nu are ieșire la mare , Serbia operează o care patrulează pe Dunăre, Sava și Tisa.","Though at sea, Serbia operates a patrol on the Danube, Sava and Tisa."
199,"Zânișoara ei protectoare este Digit, zânișoara tehnologiei.","Its protective clothes are digested, the clothes of the technology."
200,"Întreaga structură este lipsită de efectul decorațiilor excesive, atât de tipic Romei contemporane.","The whole structure is devoid of the effect of excessive decorations, so typical of the contemporary Roma."
201,"Unitățile de vânătoare au fost ținute prea multă vreme în prima linie de luptă, ceea ce a dus la epuizarea fizică a piloților.","The hunting facilities have been kept for too long in the first fighting line, leading to the physical depletion of the pilots."
202,"Tolkien care este rănit în război, publica ""The Lord of the Rings"", o transpunere fantezista a celor doua razboaie mondiale .","Tolkien, who is injured in war, publishes the 'The Lord of the Rings', a fantastic transposition of the second world razement."
203,"Până pe 13 august, Luftwaffe ajunsese la o capacitate de luptă ridicată.","Until 13 August, Luftwaffe had reached a high fighting capacity."
204,"Între timp, Imperiul Roman de Est se confruntă cu propriile probleme cu triburile germane.","Meanwhile, the Roman East Empire faces its own problems with German tribes."
205,Kafka va contopi mai târziu cele două perspective naratoriale prin tehnica stilului indirect liber.,Kafka will later confront the two naratorial perspectives in the free indirect style technique.
206,"Pe lângă acestea, existau armuri și pentru gladiatori.","In addition, there were weapons also for gladifiers."
207,"Negustorii români aduceau marfurle și le expuneau în orașele de granița cu Transilvania , pentru a fi preluate de negustorii sași.",Romanian blessors brought marfurdes and exposing them to the cities bordering Transylvania to be taken over by Spanish merchants.
208,Regatul Unit ocupa primul loc în minerit și pe plan naval.,The United Kingdom has been first mining and shipping locations.
209,"În acest sezon, apar niște antagoniști răutăcioși cunoscuți ca Vrăjitorii Cercului Negru, care sunt aproape de finalizarea misiunii lor.","In this season, there are some malicious antagonists known as the Vendors of the Black Circle, who are close to completing their mission."
210,Deficitul de nașteri a însemnat 4 milioane de copii nenăscuți.,The birth deficit amounted to 4 million unborn children.
211,"Există 65 de , 5 consulate și 4 birouri de legătură în Serbia.","There are 65, 5 consulates and 4 liaison offices in Serbia."
212,Clubul cordelierilor a fost fondat în 1790 și era mai radical decât Clubul iacobinilor și accesul era liber.,The club of cordeliers was founded in 1790 and was more radical than the Club of Jacobins and access was free.
213,Danton și Robespierre au discutat despre cum să obțină sprijinul poporului pentru republică.,Danton and Robesrailre discussed how to get the support of the people for the republic.
214,"România a fost supusă unui asalt al celor patru puteri centrale, 2/3 din țară fiind ocupate.","Romania has been subject to an assault by the four central powers, with 2 / 3 of the country occupied."
215,"minte a înțelepciunii, ci în sfeșnic, adică în Sf.","mind wisdom, but in vintage, that is to say in Sf."
216,"Prima sa lucrare în proză, în 1814, este considerată a fi primul roman istoric.",Its first profound work in 1814 is considered to be the first historic man.
217,"Totuși excepționalul strateg militar, Hannibal, a dejucat planurile romanilor.","However, the exceptional military overseer, Hannibal, has played the Romans' plans."
218,"Identitatea românească a fost formată pe un substrat din amestecul elementelor dacice și romane, cu multe alte influențe.",The Romanian identity was formed on a substrate in the mixture of teaching and Roman elements with many other influences.
219,"Deși guvernul elvețian avea o orientare antinazistă, trupele naționale nu au intervenit direct în conflictul european.","Although the Swiss Government was annoyed, national troops did not intervene directly in the European conflict."
